,id_x,poi_name,poi_id,verified,country,tweet_text,tweet_lang,text_en,mentions,tweet_date,tweet_emoticons,tweet_urls,text_hi,hashtags,text_es,sentiment,max_sentiment,min_sentiment,negative,positive,total_replies_per_poi,Unnamed: 21,"('index',)","('Topic0',)","('Topic1',)","('Topic2',)","('Topic3',)","('Topic4',)","('Topic5',)","('Topic6',)","('Topic7',)","('Topic8',)","('Topic9',)","('Topic10',)","('Topic11',)","('Topic12',)","('Topic13',)","('Topic14',)","('dominant_topic',)",dominanttopic,Word 0,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,id_y,words
54,1466803245104336898,HLGatell,1.154180084078502e+18,1.0,Mexico,"La @WHO refiere que la vacunación sigue siendo fundamental para reducir riesgos de hospitalización y muerte. Llamamos a conservar la calma y seguir aplicando medidas para evitar contagios: sana distancia, uso de cubrebocas, estornudo de etiqueta y lavado frecuente de manos. 3/3",es,,['WHO'],2021-12-03T16:00:00Z,,,,,"La refiere que la vacunacin sigue siendo fundamental para reducir riesgos de hospitalizacin y muerte. Llamamos a conservar la calma y seguir aplicando medidas para evitar contagios: sana distancia, uso de cubrebocas, estornudo de etiqueta y lavado frecuente de manos. /3",-0.233794444444444,0.9978,-0.9998,"Lo invito a que se de una vuelta en el transporte pblico masivo, para que se de cuenta que la sana distancia es letra muerta, esa gente que viaja es por necesidad laboral, muy pocas personas pueden realizar su trabajo en casa; la realidad es que al gobierno nunca le importo...",Todos al Zcalo!,18,,Tweet54,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3,3,personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single,3,"personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single"
55,1466834539226050560,CDCgov,146569971.0,1.0,USA,"A recent flu outbreak at @UMich serves as a reminder that flu can emerge &amp; spread quickly. Take steps now to protect against flu viruses that circulate this winter, including vaccination, everyday preventive actions, &amp; taking antiviral drugs if prescribed. https://t.co/nHQw7CcED2 https://t.co/PH97YczreY",en,"A recent flu outbreak at serves as a reminder that flu can emerge &amp; spread quickly. Take steps now to protect against flu viruses that circulate this winter, including vaccination, everyday preventive actions, &amp; taking antiviral drugs if prescribed.",['UMich'],2021-12-03T18:00:00Z,,['https://t.co/nHQw7CcED2'],,,,-0.14885,0.7022,-0.9999,Our whole household currently has Flu B,See also:,2,,Tweet55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.29,0.0,0.0,0.0,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
56,1467161859170222083,CDCgov,146569971.0,1.0,USA,"People who are pregnant or were recently pregnant are at increased risk for severe outcomes from #COVID19, but vaccination among pregnant people is low. People who are pregnant, breastfeeding, or who might become pregnant should get vaccinated. More: https://t.co/F4bAyObDp1. https://t.co/a7PZV8QcvQ",en,"People who are pregnant or were recently pregnant are at increased risk for severe outcomes from , but vaccination among pregnant people is low. People who are pregnant, breastfeeding, or who might become pregnant should get vaccinated. More: .",,2021-12-04T16:00:00Z,,['https://t.co/F4bAyObDp1'],,['COVID19'],,-0.428526086956522,0.9995,-1.0,"You should target men! They die more from COVID. Imagine a pregnant man dying from COVID?? Scratch that! Imagine a pregnant man! It is not working, is it?Now imagine people are ignoring you bec you are a joke. That is very plausible.",My niece is an unvaccinated nurse in Texas. She didn't get the COVID-19 shot and lost her first baby. She second one was born healthy. It amazes me that they work unvaccinated medical staff on the COVID-19 floor.,46,,Tweet56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
57,1467219681098543115,DrTedros,189868631.0,1.0,USA,"“Eritrean forces in northern Ethiopia (#Tigray) have blocked access to humanitarian assistance.  They have also committed serious and widespread human rights abuses, including rape and the killing of children..” #Tigray #Ethiopia https://t.co/BWEpBYIpq0",en,"Eritrean forces in northern Ethiopia () have blocked access to humanitarian assistance. They have also committed serious and widespread human rights abuses, including rape and the killing of children..",,2021-12-04T20:00:00Z,,['https://t.co/BWEpBYIpq0'],,"['Tigray', 'Tigray', 'Ethiopia']",,-0.425413502109705,0.9997,-1.0,Time is coming that youll be hiding with no place to call home. Youre a disgrace for Ethiopia. You shouldve known better! This should have been a good opportunity for you to unify the people. Rather you still talk about your own ethnicity- how narrow are you?!,this is definitely the character of TPLF,474,,Tweet57,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ethiopia,tigray,https,children,including,northern,abuses,widespread,human,committed,0,"ethiopia,tigray,https,children,including,northern,abuses,widespread,human,committed"
58,1467394682833432581,MoHFW_INDIA,2596143056.0,1.0,India,"People with 'hybrid immunity' are better protected from Omicron: Dr. Vikas Bhatia, Executive Director, AIIMS (Bibinagar), Hyderabad  #LargestVaccineDrive  @PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @COVIDNewsByMIB @mygovindia @airnewsalerts @DDNewslive https://t.co/ZSRw8zikht",en,"People with 'hybrid immunity' are better protected from Omicron: Dr. Vikas Bhatia, Executive Director, AIIMS (Bibinagar), Hyderabad","['PMOIndia', 'mansukhmandviya', 'ianuragthakur', 'DrBharatippawar', 'PIB_India', 'COVIDNewsByMIB', 'mygovindia', 'airnewsalerts', 'DDNewslive']",2021-12-05T07:00:00Z,,,,['LargestVaccineDrive'],,-0.9786,-0.9574,-0.9998,India would be foolish in following the WHO narratives. Even countries taken extra doses are not only sick with covid but also with side effects.WHO gave name Omicron and initially declared its dangerous without due diligence. Today they changed stand when scientists pushed back.,Let's encourage self defence then external vacation,2,,Tweet58,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
59,1467548958507474944,mansukhmandviya,432697203.0,1.0,India,"Reviewed RT-PCR testing facilities for passengers coming from at-risk countries at the IGI airport, New Delhi.  35 rapid RT-PCR testing machines are functional within the Terminal -3.  With this, passengers screening &amp; testing time can be reduced to even 30 minutes. https://t.co/1yd5CkI6gL",en,"Reviewed RT-PCR testing facilities for passengers coming from at-risk countries at the IGI airport, New Delhi.35 rapid RT-PCR testing machines are functional within the Terminal .With this, passengers screening &amp; testing time can be reduced to even minutes.",,2021-12-05T18:00:00Z,,,,,,0.437816666666667,0.9893,-1.0,"Just a reality check for you sir, we waited in queue for a very long time it was like a mela no proper space was even allotted,What is funnier is we did not even receive the test results ever,This is all a charade, a money making Machine for the path lab the airport nd the govt","Sir, Regards, Kindly think to facilitate this RTPCR at all ORIGIN Railway, Bus, Taxi stations, at CHECKPOSTS &amp; at TOLL of all OMICRON &amp; Delta districts. Excellent to facilitate RTPCR at entry TOLL of all STATES. For CITIZENS safety of BHARAT &amp; INDIA.",36,,Tweet59,0.01,0.01,0.01,0.01,0.01,0.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
60,1467552606230822931,CDCgov,146569971.0,1.0,USA,#Flu and #COVID19 shots help protect you from different viruses. #SleeveUp and get both vaccines as recommended to help protect yourself against these two diseases and their potentially serious complications.   Find COVID-19 and flu vaccines near you: https://t.co/xbvNiaVJKV. https://t.co/kUhgxg3dVJ,en,and shots help protect you from different viruses. and get both vaccines as recommended to help protect yourself against these two diseases and their potentially serious complications. Find COVID-19 and flu vaccines near you: .,,2021-12-05T18:00:00Z,,['https://t.co/xbvNiaVJKV'],,"['Flu', 'COVID19', 'SleeveUp']",,-0.40395,0.9973,-1.0,mRNA is poison...,Ivermectin,6,,Tweet60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
61,1467552606230822931,CDCgov,146569971.0,1.0,USA,#Flu and #COVID19 shots help protect you from different viruses. #SleeveUp and get both vaccines as recommended to help protect yourself against these two diseases and their potentially serious complications.   Find COVID-19 and flu vaccines near you: https://t.co/xbvNiaVJKV. https://t.co/kUhgxg3dVJ,en,and shots help protect you from different viruses. and get both vaccines as recommended to help protect yourself against these two diseases and their potentially serious complications. Find COVID-19 and flu vaccines near you: .,,2021-12-05T18:00:00Z,,['https://t.co/xbvNiaVJKV'],,"['Flu', 'COVID19', 'SleeveUp']",,-0.40395,0.9973,-1.0,Uhmm..no they dont protect. Flu shots only have a % effectiveness and COVID19 only %. COVID19 vax do nothing against Delta or Omicron. Tell the truth of the science not your political position.,Ivermectin,6,,Tweet61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
62,1467707733189316611,RahulGandhi,3171712086.0,1.0,India,"आज बाबा साहेब का महापरिनिर्वाण दिवस है। जब देश में बढ़ता हुआ सामाजिक अन्याय, हिंसा और भेदभाव देखता हूँ तो सोचता हूँ कि अभी बहुत काम बाक़ी है- बाबा साहेब का सपना अब भी दूर है। लेकिन हम वहाँ तक ज़रूर पहुँचेंगे।  उन्हें मेरी विनम्र श्रद्धांजलि।   #BabaSahebAmbedkar https://t.co/HuowsHJb0C",hi,,,2021-12-06T04:00:00Z,,,", -",['BabaSahebAmbedkar'],,0.376683333333333,0.9855,0.0,",",Sir Ji,6,,Tweet62,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
63,1467791150488686594,DrTedros,189868631.0,1.0,USA,"President @PaulKagame, thank you for hosting the @_AfricanUnion/@AfricaCDC Stakeholder Engagement on Vaccine Manufacturing. There will always be more disease outbreaks &amp; epidemics. Hence, local production of vaccines is an essential part of Africa’s journey towards #HealthForAll. https://t.co/qs8x9D2j20",en,"President , thank you for hosting the / Stakeholder Engagement on Vaccine Manufacturing. There will always be more disease outbreaks &amp; epidemics. Hence, local production of vaccines is an essential part of Africas journey towards .","['PaulKagame', '_AfricanUnion', 'AfricaCDC']",2021-12-06T10:00:00Z,,['https://t.co/qs8x9D2j20'],,['HealthForAll'],,-0.2423875,0.9965,-1.0,"mutated out from , only % in South Africa is vaccinated, failed!",Hugely important for the future,8,,Tweet63,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.91,0.01,0.01,12,12,https,puedes,farmers,vaccine,000,illness,today,covid19,obtenerlo,sido,12,"https,puedes,farmers,vaccine,000,illness,today,covid19,obtenerlo,sido"
64,1467916832384421892,CDCgov,146569971.0,1.0,USA,I’m fully vaccinated against #COVID19 because I know it helps protect my family. Do the same for yours — get fully vaccinated. https://t.co/xbvNiaVJKV https://t.co/TL3qMKb096,en,Im fully vaccinated against because I know it helps protect my family. Do the same for yours get fully vaccinated.,,2021-12-06T18:00:00Z,,['https://t.co/xbvNiaVJKV'],,['COVID19'],,-0.530371428571429,0.9962,-1.0,Pathetic.,"It protects everyone. You, your loved ones, vulnerable members of the community, strangers that won't protect you.",21,,Tweet64,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.93,0.01,0.01,0.01,0.01,0.01,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
65,1467983691620171783,CDCDirector,426909329.0,1.0,USA,"Together, we can fight #COVID19. Right now, we are seeing over 90k cases per day in the U.S. with majority being caused by #DeltaVariant. Proven prevention strategies, incl. vaccination, masking, ventilation, and testing will reduce cases now and prepare us for #OmicronVariant. https://t.co/mqlhTWeaWC",en,"Together, we can fight . Right now, we are seeing over k cases per day in the U.S. with majority being caused by . Proven prevention strategies, incl. vaccination, masking, ventilation, and testing will reduce cases now and prepare us for .",,2021-12-06T22:00:00Z,,['https://t.co/mqlhTWeaWC'],,"['COVID19', 'DeltaVariant', 'OmicronVariant']",,-0.19992,0.9999,-0.9982,Can the CDC director tell us why most of the Omicron cases have been in the vaccinated?Can the Director tell us how over-vaccination can produce more variants?,Rinse and repeat,5,,Tweet65,0.26,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
66,1468039559460102146,JoeBiden,939091.0,1.0,USA,"America continues to add jobs at a record pace and nearly 6 million new jobs have been created since I was sworn in on January 20. Our economy is moving in the right direction, but we have more to do.",en,"America continues to add jobs at a record pace and nearly million new jobs have been created since I was sworn in on January . Our economy is moving in the right direction, but we have more to do.",,2021-12-07T02:00:00Z,,,,,,-0.928925,-0.7299,-0.9999,Lies,Nothing was added. People are going back to the jobs that already existed. Lets Go Brandon!,4,,Tweet66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.93,0.01,0.01,0.01,0.01,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
67,1468114664072650754,RahulGandhi,3171712086.0,1.0,India,"सत्याग्रही शहीद किसानों के नाम पर मुआवज़ा ना देना, नौकरी ना देना और अन्नदाताओं के ख़िलाफ़ पुलिस केस वापस ना लेना बहुत बड़ी ग़लतियाँ होंगी।  आख़िर PM कितनी बार माफ़ी माँगेंगे?  #FarmersProtest",hi,,,2021-12-07T07:00:00Z,,,", PM ?",['FarmersProtest'],,0.197884,0.9995,-1.0,"RG,CONGRESS TWEETS ON HINDUTVA.WHY DID NOT THEY TWEET ABOUT SRI LANKAN BURNT ALIVE BY MUSLIM OF PAKISTAN ON PAIGAMBER DISRESPECT.RG, CONGRESS ALWAYS DISRESPECT HINDU BY SAYING,RAM DOES NOT EXIST,WOULD RG, CONGRESS DARE SAY PAIGAMBER DOES NOT EXIST,IF NOT WHY CONG KILL ONLY HINDUS",Jai kisshan,25,,Tweet67,0.03,0.03,0.53,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2,2,https,dose,covid19,2nd,biontech,vaccines,months,pfizer,hospitalization,antibody,2,"https,dose,covid19,2nd,biontech,vaccines,months,pfizer,hospitalization,antibody"
68,1468161494307065856,mansukhmandviya,432697203.0,1.0,India,"Some more pictures of AIIMS, Gorakhpur. #उन्नत_प्रदेश_उत्तर_प्रदेश https://t.co/qX7dE5S49b",en,"Some more pictures of AIIMS, Gorakhpur.",,2021-12-07T10:00:00Z,,,,['उन्नत_प्रदेश_उत्तर_प्रदेश'],,-0.9938,-0.9901,-0.9975,Yeh bhi china ka nahi na ?,Where are doctors???????????????,2,,Tweet68,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,6,6,https,desde,conferencia,prensa,matutina,nayarit,hora,tepic,insulin,centro,6,"https,desde,conferencia,prensa,matutina,nayarit,hora,tepic,insulin,centro"
69,1468184118487916544,RahulGandhi,3171712086.0,1.0,India,कृषि-अन्याय पर मैंने संसद में सवाल किए- 1. क्या शहीद किसानों को मुआवज़ा मिलेगा? 2. क्या सरकार MSP पर विचार कर रही है? 3. कोविड से किसानी पर क्या असर पड़ा?  पहले दो सवाल वे खा गए और तीसरे का ये जवाब दिया है- ‘महामारी में किसानी सुचारु रूप से चलती रही!’  क्या मज़ाक़ है!  #Farmers https://t.co/yXAYHtfgcb,hi,,,2021-12-07T12:00:00Z,,,- . ?2. MSP ?3. ? - ! !,['Farmers'],,-0.1327,0.9969,-1.0,"This deaf &amp; dumb Government will pretend as if they have not heard you , cause their intentions are wrong .","Rahul ji whole life kya question hi kartey rahoge, kyuki congress government tenure mei kisi post ya ministry mei kaam nahi kiya, jo jawab detey.jab kaam hi nahi karogey to galti kyu karogey.sirf jawab letey raho.",36,,Tweet69,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.69,0.02,0.02,12,12,https,puedes,farmers,vaccine,000,illness,today,covid19,obtenerlo,sido,12,"https,puedes,farmers,vaccine,000,illness,today,covid19,obtenerlo,sido"
70,1468972625103765505,DrTedros,189868631.0,1.0,USA,The latest @WHO report on #insulin to treat #diabetes stressed the urgent need to scale up and promote universal access. https://t.co/xwWOH8aZmF  I welcome @POTUS's actions to improve access to this lifesaving medicine for Americans and hope other leaders will follow his example. https://t.co/N2mGfWMR5E,en,The latest report on to treat stressed the urgent need to scale up and promote universal access. welcome 's actions to improve access to this lifesaving medicine for Americans and hope other leaders will follow his example.,"['WHO', 'POTUS']",2021-12-09T16:00:00Z,,"['https://t.co/xwWOH8aZmF', 'https://t.co/N2mGfWMR5E']",,"['insulin', 'diabetes']",,-0.81945,0.0,-0.9999,"Are you gonna be happy because of the infrastructure and health center destroyed by the is is possible WHO mange by such kindof group leader, we are really sorry what Tedros has been doing In Ethiopia!!!",!!!,6,,Tweet70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,10,10,https,est,todo,los,control,pez,obrador,casi,jitomate,manuel,10,"https,est,todo,los,control,pez,obrador,casi,jitomate,manuel"
71,1469019080866807821,CDCgov,146569971.0,1.0,USA,"New @CDCMMWR show Moderna &amp; Pfizer-BioNtech #COVID19 vaccines helped protect older US veterans against #COVID19 hospitalization 4+ mos. after 2nd dose. But antibody levels also dropped 4+ months after 2nd shot, suggesting importance of boosters. More: https://t.co/W2W4E4UNDP. https://t.co/DzB6fWfTnU",en,"New show Moderna &amp; Pfizer-BioNtech vaccines helped protect older US veterans against hospitalization + mos. after nd dose. But antibody levels also dropped + months after nd shot, suggesting importance of boosters. More: .",['CDCMMWR'],2021-12-09T19:00:00Z,,['https://t.co/W2W4E4UNDP'],,"['COVID19', 'COVID19']",,-0.9999,-0.9999,-0.9999,Im old enough to remember when it was % effective.Thats when it was approved and first pushed. That was based on science and studies.,"SA after testing a nounced Pfizer has reduced efficacy with Omicron, has no shame in agreeing to what ever the CEO says without testing at CDC labs. Should we just repeal CDC and follow CEO's who are there to make money based on lies they can advertise",2,,Tweet71,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,https,dose,covid19,2nd,biontech,vaccines,months,pfizer,hospitalization,antibody,2,"https,dose,covid19,2nd,biontech,vaccines,months,pfizer,hospitalization,antibody"
72,1469019080866807821,CDCgov,146569971.0,1.0,USA,"New @CDCMMWR show Moderna &amp; Pfizer-BioNtech #COVID19 vaccines helped protect older US veterans against #COVID19 hospitalization 4+ mos. after 2nd dose. But antibody levels also dropped 4+ months after 2nd shot, suggesting importance of boosters. More: https://t.co/W2W4E4UNDP. https://t.co/DzB6fWfTnU",en,"New show Moderna &amp; Pfizer-BioNtech vaccines helped protect older US veterans against hospitalization + mos. after nd dose. But antibody levels also dropped + months after nd shot, suggesting importance of boosters. More: .",['CDCMMWR'],2021-12-09T19:00:00Z,,['https://t.co/W2W4E4UNDP'],,"['COVID19', 'COVID19']",,-0.9999,-0.9999,-0.9999,"SA after testing a nounced Pfizer has reduced efficacy with Omicron, has no shame in agreeing to what ever the CEO says without testing at CDC labs. Should we just repeal CDC and follow CEO's who are there to make money based on lies they can advertise",Im old enough to remember when it was % effective.Thats when it was approved and first pushed. That was based on science and studies.,2,,Tweet72,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,https,dose,covid19,2nd,biontech,vaccines,months,pfizer,hospitalization,antibody,2,"https,dose,covid19,2nd,biontech,vaccines,months,pfizer,hospitalization,antibody"
73,1469056259148206083,JoeBiden,939091.0,1.0,USA,17 Nobel Prize winners in economics say the Build Back Better Act will help ease long-term inflationary pressures and make our economy stronger.   Not a single Republican in Congress supports it.,en,Nobel Prize winners in economics say the Build Back Better Act will help ease long-term inflationary pressures and make our economy stronger. Not a single Republican in Congress supports it.,,2021-12-09T21:00:00Z,,,,,,-0.238794594594595,0.9996,-1.0,How could they?They were raised on failed experiment called trickle down economics and dont believe in trickling down anything (taxing the rich) while they suckle shamelessly on lobbyist and special interest legal bribes.,you damn right ferino,148,,Tweet73,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single,3,"personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single"
74,1469056259148206083,JoeBiden,939091.0,1.0,USA,17 Nobel Prize winners in economics say the Build Back Better Act will help ease long-term inflationary pressures and make our economy stronger.   Not a single Republican in Congress supports it.,en,Nobel Prize winners in economics say the Build Back Better Act will help ease long-term inflationary pressures and make our economy stronger. Not a single Republican in Congress supports it.,,2021-12-09T21:00:00Z,,,,,,-0.238794594594595,0.9996,-1.0,Usually signifies the person is exceptionally bad at said thing (i.e. Obama Nobel peace prize),you damn right ferino,148,,Tweet74,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single,3,"personas,que,las,dosis,vacunaci,para,better,stronger,covid19,single"
75,1465742530134302736,CDCgov,146569971.0,1.0,USA,CDC is strengthening its recommendation on #COVID19 vaccine booster doses. Everyone ages 18 and older should get a booster shot either when they are 6 months after their initial Pfizer or Moderna series or 2 months after initial J&amp;J vaccine. Learn more: https://t.co/77CTFuJFcO. https://t.co/zmQ9vHIsRK,en,CDC is strengthening its recommendation on vaccine booster doses. Everyone ages and older should get a booster shot either when they are months after their initial Pfizer or Moderna series or months after initial J&amp;J vaccine. Learn more: .,,2021-11-30T18:00:00Z,,['https://t.co/77CTFuJFcO'],,['COVID19'],,-0.591876470588235,0.9944,-1.0,"The vaccine is poison, youll be very sick or dead within -5yrs. DO NOT BELIEVE THE LIES. If this were a real pandemic, they wouldnt be firing doctors and nurses. Think about it !",Thanks . Would love to have boosters for teens &lt;18! Major group of spread &amp; its time for many of them.,34,,Tweet75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,14,14,https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses,14,"https,vaccine,amp,booster,covid19,months,initial,ages,shot,doses"
76,1465817286619639812,CDCgov,146569971.0,1.0,USA,"On 11/30, U.S. government SARS-CoV-2 Interagency Group classifies #OmicronVariant as Variant of Concern (VOC), a decision based on multiple factors. No cases of this variant have been identified in U.S. to date. CDC is closely following details. https://t.co/hHasqQQ6o4",en,"On /30, U.S. government SARS-CoV-2 Interagency Group classifies as Variant of Concern (VOC), a decision based on multiple factors. No cases of this variant have been identified in U.S. to date. CDC is closely following details.",,2021-11-30T23:00:00Z,,['https://t.co/hHasqQQ6o4'],,['OmicronVariant'],,-0.21642,0.9889,-1.0,"Only the inactivated vaccines like which have a much broader exposure because they are using the full virus which have many antigens, may provide better protection against Omicron. We need COVAXIN.",Thank You for your information!!! a blessing JUST BLESSED,5,,Tweet76,0.01,0.01,0.01,0.01,0.01,0.87,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
77,1466120455643877385,CDCgov,146569971.0,1.0,USA,Breaking: The first confirmed case of #OmicronVariant has been detected in the United States. Everyone 5 years and older should get vaccinated against #COVID19. Boosters are recommended for everyone 18 years and older. Read CDC's full statement.  https://t.co/raCFpQ6I1h,en,Breaking: The first confirmed case of has been detected in the United States. Everyone years and older should get vaccinated against . Boosters are recommended for everyone years and older. Read CDC's full statement.,,2021-12-01T19:00:00Z,,['https://t.co/raCFpQ6I1h'],,"['OmicronVariant', 'COVID19']",,-0.380692537313433,0.9992,-1.0,Hang on! Aren't we jumping to conlcusions here? There's still no evidence that the new variant is worse than other strains. So what's it got to do with further vaccination? Who's peddling the fear here?,Yay!!! Congratulations to California. I knew youd do it.,67,,Tweet77,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
78,1466120455643877385,CDCgov,146569971.0,1.0,USA,Breaking: The first confirmed case of #OmicronVariant has been detected in the United States. Everyone 5 years and older should get vaccinated against #COVID19. Boosters are recommended for everyone 18 years and older. Read CDC's full statement.  https://t.co/raCFpQ6I1h,en,Breaking: The first confirmed case of has been detected in the United States. Everyone years and older should get vaccinated against . Boosters are recommended for everyone years and older. Read CDC's full statement.,,2021-12-01T19:00:00Z,,['https://t.co/raCFpQ6I1h'],,"['OmicronVariant', 'COVID19']",,-0.380692537313433,0.9992,-1.0,Isn't the new variant resistant to the vaccine? This is starting to be like the flu...,Yay!!! Congratulations to California. I knew youd do it.,67,,Tweet78,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states,5,"https,covid19,omicronvariant,omicron,cdc,amp,older,years,variant,states"
79,1466136297483948035,CDCgov,146569971.0,1.0,USA,"#COVID19 vaccines help protect against COVID-19, including severe illness &amp; death.   But no vaccine is 100% effective at preventing illness, so some people who are fully vaccinated against COVID-19 may still get infected. More: https://t.co/2D9mqWljgK. https://t.co/iQF59YRhVN",en,"vaccines help protect against COVID-19, including severe illness &amp; death. But no vaccine is % effective at preventing illness, so some people who are fully vaccinated against COVID-19 may still get infected. More: .",,2021-12-01T20:00:00Z,,['https://t.co/2D9mqWljgK'],,['COVID19'],,-0.607458823529412,0.9938,-0.9999,Lies,TRUTH/READ/THIS/IT/COULD/SAVE/YOU/AND/YOUR/FAMILY,17,,Tweet79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.47,0.0,0.0,9,9,https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully,9,"https,vaccinated,covid19,people,covid,pregnant,flu,protect,know,fully"
