id,poi_name,poi_id,verified,country,tweet_text,tweet_lang,text_en,hashtags,tweet_urls,tweet_date,tweet_emoticons,mentions,text_hi,text_es
1457368832729759751,narendramodi,18839785,True,India,"Spoke to Tamil Nadu CM, Thiru @mkstalin and discussed the situation in the wake of heavy rainfall in parts of the state. Assured all possible support from the Centre in rescue and relief work. I pray for everyone’s well-being and safety.",en,"Spoke to Tamil Nadu CM, Thiru and discussed the situation in the wake of heavy rainfall in parts of the state. Assured all possible support from the Centre in rescue and relief work. I pray for everyones well-being and safety.",,,2021-11-07T15:00:00Z,,['mkstalin'],,
1457330888849641476,narendramodi,18839785,True,India,"Attended the @BJP4India National Executive Meeting, along with party colleagues from across the country. We had fruitful discussions on ways to serve people. https://t.co/BqRxZMEoKM",en,"Attended the National Executive Meeting, along with party colleagues from across the country. We had fruitful discussions on ways to serve people.",,,2021-11-07T13:00:00Z,,['BJP4India'],,
1457330658251091971,narendramodi,18839785,True,India,Will lay the foundation stone for the four laning of sections of Shri Sant Dnyaneshawar Maharaj Palkhi Marg and Shri Sant Tukaram Maharaj Palkhi Marg. Dedicated walkways for Palkhis will be constructed for the benefit of pilgrims. Various road projects will also be inaugurated.,en,Will lay the foundation stone for the four laning of sections of Shri Sant Dnyaneshawar Maharaj Palkhi Marg and Shri Sant Tukaram Maharaj Palkhi Marg. Dedicated walkways for Palkhis will be constructed for the benefit of pilgrims. Various road projects will also be inaugurated.,,,2021-11-07T13:00:00Z,,,,
1457330656153935873,narendramodi,18839785,True,India,"Pandharpur has a special place in the hearts and minds of many. The Temple there draws people from all sections of society, from all over India. At 3:30 PM tomorrow, 8th November, I will join a programme relating to upgrading Pandharpur’s infra needs. https://t.co/IUCE0L3dZT",en,"Pandharpur has a special place in the hearts and minds of many. The Temple there draws people from all sections of society, from all over India. At :30 PM tomorrow, th November, I will join a programme relating to upgrading Pandharpurs infra needs.",,['https://t.co/IUCE0L3dZT'],2021-11-07T13:00:00Z,[':3'],,,
1456979933297668099,narendramodi,18839785,True,India,"Well done Akash! Congratulations for the prestigious medal at the World Boxing Championships.

This success will motivate younger boxers to excel. Wishing you the very best for your future endeavours. https://t.co/AGD2OuGBzD",en,Well done Akash! Congratulations for the prestigious medal at the World Boxing Championships.This success will motivate younger boxers to excel. Wishing you the very best for your future endeavours.,,['https://t.co/AGD2OuGBzD'],2021-11-06T14:00:00Z,,,,
1456924472850583553,narendramodi,18839785,True,India,महाराष्ट्रात अहमदनगरमध्ये रुग्णालयाला लागलेल्या आगीत झालेल्या जीवितहानीबद्दल दुःख झाले आहे. पीडितांच्या कुटुंबियांकडे शोकभावना व्यक्त करतो. जखमींच्या तब्येतीत लवकर सुधारणा होऊ दे.,mr,,,,2021-11-06T10:00:00Z,,,,
1456916631221796869,narendramodi,18839785,True,India,"Anguished by the loss of lives due to a fire in a hospital in Ahmednagar, Maharashtra. Condolences to the bereaved families. May the injured recover at the earliest.",en,"Anguished by the loss of lives due to a fire in a hospital in Ahmednagar, Maharashtra. Condolences to the bereaved families. May the injured recover at the earliest.",,,2021-11-06T09:00:00Z,,,,
1456884645509750784,narendramodi,18839785,True,India,"It was wonderful to meet Shri SC Jamir, the former CM of Nagaland and respected statesman. We exchanged views on several issues. I also have fond memories of working with him when he briefly served as the Governor of Gujarat back in 2009. https://t.co/bjYw877CPV",en,"It was wonderful to meet Shri SC Jamir, the former CM of Nagaland and respected statesman. We exchanged views on several issues. I also have fond memories of working with him when he briefly served as the Governor of Gujarat back in .",,,2021-11-06T07:00:00Z,,,,
1456808649842589697,narendramodi,18839785,True,India,"सभी देशवासियों को भाई दूज की ढेरों शुभकामनाएं। 
 
Best wishes to everyone on the auspicious occasion of Bhai Dooj.",und,,,,2021-11-06T02:00:00Z,,,,
1456603397226856449,narendramodi,18839785,True,India,"No words are enough to do justice to the monumental contribution of the great Adi Shankaracharya towards preserving our culture. In Kedarnath today, I had the honour of dedicating to the nation the Shri Adi Shankaracharya Samadhi. https://t.co/niV2Gg2Hd9",en,"No words are enough to do justice to the monumental contribution of the great Adi Shankaracharya towards preserving our culture. In Kedarnath today, I had the honour of dedicating to the nation the Shri Adi Shankaracharya Samadhi.",,,2021-11-05T13:00:00Z,,,,
1456602408037982222,narendramodi,18839785,True,India,Prayed at Kedarnath this morning. https://t.co/Epyu8ufd7d,en,Prayed at Kedarnath this morning.,,,2021-11-05T13:00:00Z,,,,
1456601840041091078,narendramodi,18839785,True,India,"पवित्र तीर्थनगरी श्री केदारनाथ धाम को उसकी रुचि, प्रवृत्ति और प्रकृति के अनुरूप भव्य और दिव्य स्वरूप देने का प्रयास साकार होता दिख रहा है।

Making the divine Kedarnath even more vibrant and pilgrim friendly. https://t.co/alQrgRzEgv",hi,,,,2021-11-05T13:00:00Z,,,", Making the divine Kedarnath even more vibrant and pilgrim friendly.",
1456601534888701959,narendramodi,18839785,True,India,"जितनी ऊंचाइयों पर उत्तराखंड बसा है, उससे भी ज्यादा ऊंचाइयों को हासिल करेगा। https://t.co/vg42J14oqF",hi,,,,2021-11-05T13:00:00Z,,,",",
1456598967261679618,narendramodi,18839785,True,India,आज के इस दौर में आदि शंकराचार्य जी के सिद्धांत और ज्यादा प्रासंगिक हो गए हैं। https://t.co/28TrxM8i0x,hi,,,,2021-11-05T12:00:00Z,,,,
1456598886206771205,narendramodi,18839785,True,India,"आदि शंकराचार्य जी का पूरा जीवन जितना असाधारण था, उतना ही वो जन-साधारण के कल्याण के लिए समर्पित थे। भारत की ज्ञान-विज्ञान और दर्शन की जो कालातीत परंपरा है, उसे उन्होंने पुनर्जीवित किया। https://t.co/7K2yZzaLk2",hi,,,,2021-11-05T12:00:00Z,,,", - - ,",
1456598812533788677,narendramodi,18839785,True,India,"A few years ago, Kedarnath witnessed a horrific natural calamity. That time, questions were raised on whether Kedarnath can rise again or not?

Powered by a collective spirit, Kedarnath’s glory has been restored. https://t.co/DoAHM3EJNj",en,"A few years ago, Kedarnath witnessed a horrific natural calamity. That time, questions were raised on whether Kedarnath can rise again or not?Powered by a collective spirit, Kedarnaths glory has been restored.",,,2021-11-05T12:00:00Z,,,,
1456482438306168833,narendramodi,18839785,True,India,Speaking at Kedarnath. Watch. https://t.co/QtCLIbRZy7,en,Speaking at Kedarnath. Watch.,,['https://t.co/QtCLIbRZy7'],2021-11-05T05:00:00Z,,,,
1456421177275133960,narendramodi,18839785,True,India,"સૌ ગુજરાતીઓને નવા વર્ષની હૃદયપૂર્વકની શુભકામનાઓ…!! 

આજથી પ્રારંભ થતું નવું વર્ષ….આપના જીવનમાં સુખ અને સમૃદ્ધિનો ઉજાસ પાથરે, આરોગ્ય નિરામય રહે તથા પ્રગતિના નવા સોપાન સર કરનારું બની રહે એવી અંતઃકરણ પૂર્વકની મનોકામના સાથે નૂતન વર્ષાભિનંદન.....॥",gu,,,,2021-11-05T01:00:00Z,,,,
1456325057144229890,narendramodi,18839785,True,India,"Thank you, my dear friend @naftalibennett for the wonderful greetings. Wishing you a Happy Diwali too. https://t.co/OC88tC9IYS",en,"Thank you, my dear friend for the wonderful greetings. Wishing you a Happy Diwali too.",,['https://t.co/OC88tC9IYS'],2021-11-04T18:00:00Z,,['naftalibennett'],,
1456245507152547840,narendramodi,18839785,True,India,नारीशक्ति को नए और समर्थ भारत की शक्ति बनाने का गंभीर प्रयास बीते 7 सालों में हर सेक्टर में किया जा रहा है। देश की रक्षा के क्षेत्र में भी भारत की बेटियों की भागीदारी अब नई बुलंदी की तरफ बढ़ रही है। https://t.co/UaNA95VEqf,hi,,,,2021-11-04T13:00:00Z,,,,
1456245429037899782,narendramodi,18839785,True,India,हमारा संकल्प है डिफेंस सेक्टर में आत्मनिर्भरता… https://t.co/e7QRmgvc7N,hi,,,,2021-11-04T13:00:00Z,,,,
1456245376407724038,narendramodi,18839785,True,India,"नौशेरा वही जगह है जहां हमारे जांबाजों के शौर्य के सामने सारी साजिशें धरी रह गईं। भारतीय सेना की ताकत क्या होती है, इसका अहसास दुश्मन को हो गया। https://t.co/9PVohsbTUk",hi,,,,2021-11-04T13:00:00Z,,,",",
1456245213765140482,narendramodi,18839785,True,India,"Had the honour of meeting Baldev Singh Ji and Basant Singh Ji, who courageously helped our forces and protected our country at a very young age. https://t.co/vPzckKGlDY",en,"Had the honour of meeting Baldev Singh Ji and Basant Singh Ji, who courageously helped our forces and protected our country at a very young age.",,,2021-11-04T13:00:00Z,,,,
1456241582730989571,narendramodi,18839785,True,India,"Our armed forces represent India’s diversity and the collective spirit of 130 crore Indians. 

Our forces are not only known for their utmost professionalism but also they are at the forefront helping people in times of crisis. 

Our forces are synonymous with trust. https://t.co/RfTE4vuVKG",en,Our armed forces represent Indias diversity and the collective spirit of crore Indians. Our forces are not only known for their utmost professionalism but also they are at the forefront helping people in times of crisis. Our forces are synonymous with trust.,,,2021-11-04T13:00:00Z,,,,
1456240464684732429,narendramodi,18839785,True,India,"I feel privileged that I got to spend Diwali with our brave soldiers in Nowshera, not as Prime Minister but as a member of their family. 

Here are some glimpses. https://t.co/NfO87v9wQE",en,"I feel privileged that I got to spend Diwali with our brave soldiers in Nowshera, not as Prime Minister but as a member of their family. Here are some glimpses.",,,2021-11-04T13:00:00Z,,,,
1456145842201448457,narendramodi,18839785,True,India,With our brave troops in Nowshera. https://t.co/V69Za4uZ3T,en,With our brave troops in Nowshera.,,['https://t.co/V69Za4uZ3T'],2021-11-04T06:00:00Z,,,,
1456071185809035269,narendramodi,18839785,True,India,"दीपावली के पावन अवसर पर देशवासियों को हार्दिक शुभकामनाएं। मेरी कामना है कि यह प्रकाश पर्व आप सभी के जीवन में सुख, संपन्नता और सौभाग्य लेकर आए।

Wishing everyone a very Happy Diwali.",hi,,,,2021-11-04T01:00:00Z,,,", Wishing everyone a very Happy Diwali.",
1455864975440826376,narendramodi,18839785,True,India,"अभी तक लोगों को वैक्सीनेशन सेंटर तक पहुंचाने और वहां सुरक्षित टीकाकरण के प्रबंध किए गए। अब हर घर दस्तक के मंत्र के साथ हर उस घर में दस्तक दी जाएगी, जहां अभी तक दोनों टीके का संपूर्ण सुरक्षा कवच नहीं मिला है। https://t.co/2JZkNXaxed",hi,,,,2021-11-03T12:00:00Z,,,",",
1455864860684668934,narendramodi,18839785,True,India,"The vaccine remains the best way to defeat COVID-19. We have to take our vaccination drive to the next level. 

For that, districts must also look at micro-strategies, to address local lacunae. https://t.co/EM5LWIZrcR",en,"The vaccine remains the best way to defeat COVID-19. We have to take our vaccination drive to the next level. For that, districts must also look at micro-strategies, to address local lacunae.",,,2021-11-03T12:00:00Z,,,,
1455806490497859586,narendramodi,18839785,True,India,Review meet with districts where COVID-19 vaccination could pick pace. https://t.co/TReGpnL3bC,en,Review meet with districts where COVID-19 vaccination could pick pace.,,['https://t.co/TReGpnL3bC'],2021-11-03T08:00:00Z,,,,
1455583806224732168,narendramodi,18839785,True,India,"It was wonderful to see many old friends in person after a long time, and meet some new ones. I am thankful to our host PM @BorisJohnson and also to the Scottish people for their warm hospitality in the beautiful Glasgow.",en,"It was wonderful to see many old friends in person after a long time, and meet some new ones. I am thankful to our host PM and also to the Scottish people for their warm hospitality in the beautiful Glasgow.",,,2021-11-02T17:00:00Z,,['BorisJohnson'],,
1455583803506929667,narendramodi,18839785,True,India,Departing from Glasgow after two days of intense discussions about the future of our planet. India has not only exceeded the Paris commitments but has now also set an ambitious agenda for the next 50 years.,en,Departing from Glasgow after two days of intense discussions about the future of our planet. India has not only exceeded the Paris commitments but has now also set an ambitious agenda for the next years.,,,2021-11-02T17:00:00Z,,,,
1455580683036942344,narendramodi,18839785,True,India,It was a productive Build Back Better for the World (B3W) session hosted by @POTUS @JoeBiden and @vonderleyen. https://t.co/y6FheiZSVm https://t.co/RUr8GapHzf,en,It was a productive Build Back Better for the World (B3W) session hosted by and .,,['https://t.co/y6FheiZSVm'],2021-11-02T17:00:00Z,,"['POTUS', 'JoeBiden', 'vonderleyen']",,
1455576276480188424,narendramodi,18839785,True,India,Had an excellent meeting with @BillGates at the @COP26 Summit. We discussed a wide range of subjects including ways to strengthen global efforts towards overcoming climate change. https://t.co/aUlQjRU45W,en,Had an excellent meeting with at the Summit. We discussed a wide range of subjects including ways to strengthen global efforts towards overcoming climate change.,,,2021-11-02T17:00:00Z,,"['BillGates', 'COP26']",,
1455571245114826752,narendramodi,18839785,True,India,"Glad to have met, yet again, PM @naftalibennett. We had fruitful talks on boosting India-Israel friendship in sectors such as research, innovation and futuristic technologies. These sectors are critical for empowering our youngsters. https://t.co/AUEENd6xCE",en,"Glad to have met, yet again, PM . We had fruitful talks on boosting India-Israel friendship in sectors such as research, innovation and futuristic technologies. These sectors are critical for empowering our youngsters.",,,2021-11-02T16:00:00Z,,['naftalibennett'],,
1455570893346902016,narendramodi,18839785,True,India,"שמח שנפגשתי שוב עם @naftalibennett . היו לנו שיחות משמעותיות בנושא קידום יחסי הודו וישראל בתחומי המחקר, חדשנות וטכנולוגיה עתידנית אשר חשובים להעצמת הדור החדש https://t.co/cJecB26ZqZ",iw,,,,2021-11-02T16:00:00Z,,['naftalibennett'],,
1455566668051230724,narendramodi,18839785,True,India,Had a productive discussion with PM @SherBDeuba on multiple aspects of the India-Nepal friendship. Subjects relating to fighting the global pandemic and furthering sustainable development are key parts of our bilateral friendship. https://t.co/JKtMbXgb9X,en,Had a productive discussion with PM on multiple aspects of the India-Nepal friendship. Subjects relating to fighting the global pandemic and furthering sustainable development are key parts of our bilateral friendship.,,,2021-11-02T16:00:00Z,,['SherBDeuba'],,
1455566401087868930,narendramodi,18839785,True,India,प्रधानमन्त्री @SherBDeuba सँग भारत-नेपाल मित्रताका धेरै पक्षहरूमा फलदायी छलफल भयो। विश्वव्यापी महामारी विरुद्ध लड्न र दिगो विकास प्रवर्द्धनसँग सम्बन्धित विषयहरू हाम्रो द्विपक्षीय मित्रताका महत्वपूर्ण आयामहरू हुन्। https://t.co/dBvO4lZOaC,ne,,,,2021-11-02T16:00:00Z,,['SherBDeuba'],,
1455566256724135938,narendramodi,18839785,True,India,Had a wonderful meeting with President @ZelenskyyUa. Our talks will give new vigour to the friendship between India and Ukraine. https://t.co/toyT6ewEQA,en,Had a wonderful meeting with President . Our talks will give new vigour to the friendship between India and Ukraine.,,,2021-11-02T16:00:00Z,,['ZelenskyyUa'],,
1455566063417106436,narendramodi,18839785,True,India,Провів чудову зустріч з Президентом Зеленським @ZelenskyyUa. Наші перемовини нададуть новий поштовх у розвитку дружби між Індією та Україною. https://t.co/7dPQVyXXAn,uk,,,,2021-11-02T16:00:00Z,,['ZelenskyyUa'],,
1455550105046507524,narendramodi,18839785,True,India,Speaking at the session on ‘Accelerating Clean Technology Innovation and Deployment.’ https://t.co/4bvexwZswy,en,Speaking at the session on Accelerating Clean Technology Innovation and Deployment.,,['https://t.co/4bvexwZswy'],2021-11-02T15:00:00Z,,,,
1455455864706396160,narendramodi,18839785,True,India,Speaking at the launch of ‘Infrastructure for Resilient Island States’ initiative. https://t.co/WMLYr56R0M,en,Speaking at the launch of Infrastructure for Resilient Island States initiative.,,['https://t.co/WMLYr56R0M'],2021-11-02T09:00:00Z,,,,
1455438805780115463,narendramodi,18839785,True,India,India’s Panchamrut that will power our fight against climate change. https://t.co/H6kV7IlCd4,en,Indias Panchamrut that will power our fight against climate change.,,,2021-11-02T08:00:00Z,,,,
1455438697906806789,narendramodi,18839785,True,India,A one word movement - LIFE. https://t.co/fiN20G2STT,en,A one word movement - LIFE.,,,2021-11-02T08:00:00Z,,,,
1455438617887838210,narendramodi,18839785,True,India,A glimpse of India’s track record to further sustainable development. https://t.co/mOZ9AEfJvi,en,A glimpse of Indias track record to further sustainable development.,,,2021-11-02T08:00:00Z,,,,
1455438546496593922,narendramodi,18839785,True,India,The world has taken note of how India is the only large economy to have delivered on the Paris commitments in letter and spirit. https://t.co/LU98XCBGKS,en,The world has taken note of how India is the only large economy to have delivered on the Paris commitments in letter and spirit.,,,2021-11-02T08:00:00Z,,,,
1455438280938381313,narendramodi,18839785,True,India,A brief tête-à-tête with @MinPres at the @COP26 Summit yesterday. https://t.co/gNbAFAWSv0,fr,,,,2021-11-02T08:00:00Z,,"['MinPres', 'COP26']",,
1455437875357622276,narendramodi,18839785,True,India,Met Chancellor Alexander Schallenberg at the Summit yesterday. We discussed ways to scale-up India-Austria cooperation. https://t.co/8MJCZWR4xD,en,Met Chancellor Alexander Schallenberg at the Summit yesterday. We discussed ways to scale-up India-Austria cooperation.,,,2021-11-02T08:00:00Z,['xD'],,,
1455413235713196035,narendramodi,18839785,True,India,"Delighted to get the opportunity to meet my friend, President Chan Santokhi of Suriname, a nation with which India has deep-rooted cultural linkages. 

You may recall I had mentioned his oath taking ceremony during one of the #MannKiBaat programmes. 

https://t.co/M0ongfQl49 https://t.co/Y7u6DxFrgd",en,"Delighted to get the opportunity to meet my friend, President Chan Santokhi of Suriname, a nation with which India has deep-rooted cultural linkages. You may recall I had mentioned his oath taking ceremony during one of the programmes.",['MannKiBaat'],['https://t.co/M0ongfQl49'],2021-11-02T06:00:00Z,,,,
1455411274951634952,narendramodi,18839785,True,India,"Happy to have met you in Glasgow after the very fruitful interaction in Rome. 

As I highlighted during my speech yesterday, India will always strengthen any effort for sustainable development. https://t.co/Wawl9VLja4",en,"Happy to have met you in Glasgow after the very fruitful interaction in Rome. As I highlighted during my speech yesterday, India will always strengthen any effort for sustainable development.",,['https://t.co/Wawl9VLja4'],2021-11-02T06:00:00Z,,,,
1455410926295912448,narendramodi,18839785,True,India,"Indeed!

We shall continue working together for stronger bilateral ties and for a better planet. 

The people of India deeply value the friendship with Israel. https://t.co/PEaJ6cFxkM",en,Indeed!We shall continue working together for stronger bilateral ties and for a better planet. The people of India deeply value the friendship with Israel.,,['https://t.co/PEaJ6cFxkM'],2021-11-02T06:00:00Z,,,,
1455410736457560072,narendramodi,18839785,True,India,"सभी देशवासियों को धनतेरस की शुभकामनाएं। 

Greetings to everyone on the special occasion of Dhanteras.",und,,,,2021-11-02T06:00:00Z,,,,
1455254195330768908,narendramodi,18839785,True,India,Never a dull moment when you are meeting the one and only @ScottMorrisonMP. https://t.co/YL5lWo3iAR,en,Never a dull moment when you are meeting the one and only .,,,2021-11-01T19:00:00Z,,['ScottMorrisonMP'],,
1455253840970792973,narendramodi,18839785,True,India,Met PM @SherBDeuba in Glasgow. It is important we keep working together for sustainable development. He rightly highlighted the threat of climate change to the Himalayan region. https://t.co/jfWjtz0ocA,en,Met PM in Glasgow. It is important we keep working together for sustainable development. He rightly highlighted the threat of climate change to the Himalayan region.,,,2021-11-01T19:00:00Z,,['SherBDeuba'],,
1455253450099503112,narendramodi,18839785,True,India,"From Rome to Glasgow, the interactions with Chancellor Merkel continue. https://t.co/xM69pFgMVi",en,"From Rome to Glasgow, the interactions with Chancellor Merkel continue.",,,2021-11-01T19:00:00Z,,,,
1455253326430416898,narendramodi,18839785,True,India,"Happy to have met you here in Glasgow, President @GotabayaR. https://t.co/CXUIHLeysk",en,"Happy to have met you here in Glasgow, President .",,,2021-11-01T19:00:00Z,,['GotabayaR'],,
1455253087015391232,narendramodi,18839785,True,India,"It is always a delight to interact with The Prince of Wales. His passion towards caring for the environment is outstanding. He is at the forefront of many efforts to further sustainable development. 

Had a great meeting with him in Glasgow. @ClarenceHouse https://t.co/ByuyK2TzGH",en,It is always a delight to interact with The Prince of Wales. His passion towards caring for the environment is outstanding. He is at the forefront of many efforts to further sustainable development. Had a great meeting with him in Glasgow.,,,2021-11-01T19:00:00Z,,['ClarenceHouse'],,
1455252675948339211,narendramodi,18839785,True,India,Met PM @BorisJohnson on the sidelines of the @COP26 Summit in Glasgow. We got the opportunity to talk about different subjects including mitigating climate change. https://t.co/xm8xqGwqwR,en,Met PM on the sidelines of the Summit in Glasgow. We got the opportunity to talk about different subjects including mitigating climate change.,,,2021-11-01T19:00:00Z,,"['BorisJohnson', 'COP26']",,
1455213594577027073,narendramodi,18839785,True,India,Delivering the National Statement at the @COP26 Summit in Glasgow. https://t.co/SdKi5LBQNM,en,Delivering the National Statement at the Summit in Glasgow.,,['https://t.co/SdKi5LBQNM'],2021-11-01T17:00:00Z,,['COP26'],,
1455199732511514624,narendramodi,18839785,True,India,"The @COP26 Summit offers a wonderful opportunity to interact with various world leaders. 

In a short while, I will be delivering the National Statement at the Summit. https://t.co/25l4SqnHBH",en,"The Summit offers a wonderful opportunity to interact with various world leaders. In a short while, I will be delivering the National Statement at the Summit.",,,2021-11-01T16:00:00Z,,['COP26'],,
1455196409305579521,narendramodi,18839785,True,India,Addressing the @COP26 Summit in Glasgow. https://t.co/Gca9quYv9b,en,Addressing the Summit in Glasgow.,,['https://t.co/Gca9quYv9b'],2021-11-01T16:00:00Z,,['COP26'],,
1455194048537534468,narendramodi,18839785,True,India,"Will be addressing the @COP26 Summit shortly, where I shall elaborate on India’s vision and efforts to overcome climate change.",en,"Will be addressing the Summit shortly, where I shall elaborate on Indias vision and efforts to overcome climate change.",,,2021-11-01T15:00:00Z,,['COP26'],,
1455177228396990470,narendramodi,18839785,True,India,I thank my dear friend @ScottMorrisonMP for Australia’s recognition of India's COVAXIN. It is an important step forward in the post-COVID partnership between 🇮🇳 and 🇦🇺.,en,I thank my dear friend for Australias recognition of India's COVAXIN. It is an important step forward in the post-COVID partnership between and .,,,2021-11-01T14:00:00Z,"['🇦🇺', '🇮🇳']",['ScottMorrisonMP'],,
1455131352068771842,narendramodi,18839785,True,India,Heartiest felicitations to @kishida230 for victory in Lower House elections in Japan. Look forward to working together to further strengthen our Special Strategic and Global Partnership and for peace and prosperity in the Indo-Pacific region and beyond.,en,Heartiest felicitations to for victory in Lower House elections in Japan. Look forward to working together to further strengthen our Special Strategic and Global Partnership and for peace and prosperity in the Indo-Pacific region and beyond.,,,2021-11-01T11:00:00Z,,['kishida230'],,
1454973722868293634,narendramodi,18839785,True,India,"రాష్ట్ర అవతరణ దినోత్సవం సందర్భంగా ఆంధ్రప్రదేశ్ లోని నా సోదరీమణులకు, సోదరులకు శుభాకాంక్షలు. ఏపీ ప్రజలు తమ నైపుణ్యం, దృఢ సంకల్పం, పట్టుదలకు మారు పేరు. అందువల్ల వారు అనేక రంగాల్లో రాణిస్తున్నారు. ఏపీ ప్రజలు సంతోషంగా, ఆరోగ్యంగా, విజయవంతంగా ఉండాలని కోరుకుంటున్నాను.",te,,,,2021-11-01T01:00:00Z,,,,
1454973618702716931,narendramodi,18839785,True,India,"Greetings to my sisters and brothers of Andhra Pradesh on the state’s Formation Day. The people of AP are known for their skills, determination and tenacity. That is why they are successful in many fields. 

May the people of AP always be happy, healthy and successful.",en,"Greetings to my sisters and brothers of Andhra Pradesh on the states Formation Day. The people of AP are known for their skills, determination and tenacity. That is why they are successful in many fields. May the people of AP always be happy, healthy and successful.",,,2021-11-01T01:00:00Z,,,,
1454973108457181184,narendramodi,18839785,True,India,"കേരളത്തിലെ ജനങ്ങൾക്ക് കേരളപ്പിറവി ആശംസകൾ. മനോഹരമായ പരിസരങ്ങളുടെയും , അവിടത്തെ ജനങ്ങളുടെ അധ്വാനശീലത്തിന്റെയും  പേരിൽ   കേരളം പരക്കെ പ്രശംസിക്കപ്പെടുന്നു. കേരളത്തിലെ ജനങ്ങൾ തങ്ങളുടെ  വിവിധ ഉദ്യമങ്ങളിൽ വിജയം കൈവരിക്കട്ടെ.",ml,,,,2021-11-01T01:00:00Z,,,,
1454973000684654593,narendramodi,18839785,True,India,Kerala Piravi day greetings to the people of Kerala. Kerala is widely admired for its picturesque surroundings and the industrious nature of its people. May the people of Kerala succeed in their various endeavours.,en,Kerala Piravi day greetings to the people of Kerala. Kerala is widely admired for its picturesque surroundings and the industrious nature of its people. May the people of Kerala succeed in their various endeavours.,,,2021-11-01T01:00:00Z,,,,
1454972658500710402,narendramodi,18839785,True,India,ಕರ್ನಾಟಕ ರಾಜ್ಯೋತ್ಸವದ ವಿಶೇಷ ಸಂದರ್ಭದಲ್ಲಿ ಶುಭ ಹಾರೈಕೆಗಳು. ಕರ್ನಾಟಕವು ತನ್ನ ಜನರ ಹೊಸತನದ ಶೋಧದ ತುಡಿತದಿಂದಾಗಿ ವಿಶೇಷ ಛಾಪು ಮೂಡಿಸಿದೆ. ರಾಜ್ಯವು ಅತ್ಯುತ್ಕೃಷ್ಟ ಸಂಶೋಧನೆ ಮತ್ತು ಉದ್ಯಮಶೀಲತೆಯಿಂದಾಗಿ ಮುಂಚೂಣಿಯಲ್ಲಿದೆ. ಮುಂಬರುವ ದಿನಗಳಲ್ಲಿ ಕರ್ನಾಟಕವು ಯಶಸ್ಸಿನ ಹೊಸ ಎತ್ತರವನ್ನು ಏರಲಿ.,kn,,,,2021-11-01T01:00:00Z,,,,
1454972615613943810,narendramodi,18839785,True,India,Best wishes on the special occasion of Karnataka Rajyotsava. Karnataka has made a special mark due to the innovative zeal of its people. The state is at the forefront of outstanding research and enterprise. May Karnataka scale newer heights of success in the times to come.,en,Best wishes on the special occasion of Karnataka Rajyotsava. Karnataka has made a special mark due to the innovative zeal of its people. The state is at the forefront of outstanding research and enterprise. May Karnataka scale newer heights of success in the times to come.,,,2021-11-01T01:00:00Z,,,,
1454971631739281409,narendramodi,18839785,True,India,"छत्तीसगढ़ के स्थापना दिवस पर राज्य के सभी लोगों को हार्दिक बधाई। मेरी कामना है कि लोकगीत, लोक-नृत्य और कला-संस्कृति के लिए विशिष्ट पहचान रखने वाला यह प्रदेश प्रगति के नए मानदंड स्थापित करे।",hi,,,,2021-11-01T01:00:00Z,,,", - -",
1454971487501406214,narendramodi,18839785,True,India,मध्य प्रदेश के लोगों को राज्य के स्थापना दिवस की हार्दिक बधाई। मेरी कामना है कि प्राकृतिक संसाधन और कला-संस्कृति से समृद्ध यह प्रदेश यूं ही निरंतर प्रगति के पथ पर अग्रसर रहे।,hi,,,,2021-11-01T01:00:00Z,,,-,
1454971326725337088,narendramodi,18839785,True,India,हरियाणावासियों को राज्य के स्थापना दिवस की ढेरों बधाई। मेरी कामना है कि परंपरा और संस्कृति को सहेजकर रखने वाला यह राज्य विकास के नित नए मानदंड गढ़ता रहे।,hi,,,,2021-11-01T01:00:00Z,,,,
1454940494216273920,narendramodi,18839785,True,India,"Landed in Glasgow. Will be joining the @COP26 Summit, where I look forward to working with other world leaders on mitigating climate change and articulating India’s efforts in this regard. https://t.co/G4nVWknFg1",en,"Landed in Glasgow. Will be joining the Summit, where I look forward to working with other world leaders on mitigating climate change and articulating Indias efforts in this regard.",,,2021-10-31T23:00:00Z,,['COP26'],,
1454870511012519941,narendramodi,18839785,True,India,"Leaving for Glasgow after a fruitful @g20org Summit in Rome. During the Summit, we were able to have elaborate deliberations on issues of global importance such as fighting the pandemic, improving health infrastructure, boosting economic cooperation and furthering innovation. https://t.co/LBN17RFkah",en,"Leaving for Glasgow after a fruitful Summit in Rome. During the Summit, we were able to have elaborate deliberations on issues of global importance such as fighting the pandemic, improving health infrastructure, boosting economic cooperation and furthering innovation.",,,2021-10-31T18:00:00Z,,['g20org'],,
1454850254860390401,narendramodi,18839785,True,India,Glad to have met President @jokowi earlier today. Discussed existing areas of India-Indonesia cooperation and new spheres where our countries can work together for the benefit of our citizens and the entire planet. https://t.co/FBCQ7IKp7P,en,Glad to have met President earlier today. Discussed existing areas of India-Indonesia cooperation and new spheres where our countries can work together for the benefit of our citizens and the entire planet.,,,2021-10-31T17:00:00Z,,['jokowi'],,
1454850083049066496,narendramodi,18839785,True,India,Senang bisa bertemu Presiden @jokowi lebih awal hari ini.  Membahas bidang-bidang kerja sama India-Indonesia yang ada dan bidang-bidang baru di mana negara-negara kita dapat bekerja sama untuk kepentingan warga negara kita dan seluruh planet ini. https://t.co/sIOFwxOXyc,in,,,,2021-10-31T17:00:00Z,,['jokowi'],,
